trans_date_trans_time,year,month,day,time,cc_num,card_network,user_id,card_id,payment_method,merchant,category,mcc,amount,first,last,gender,street,city,state,zip,region,lat,long,city_pop,job,income,dob,trans_num,unix_time,merch_lat,merch_long,is_foreign,errors,is_fraud,is_anomaly,days_since_last_transaction,transaction_amount_delta
06-07-2020 14:13,2020,7,6,14:13,4763920345420221,Visa,22312,223120,Chip Transaction,American Outlet,entertainment,7922,266.44,Martin,Martin,M,8681 Brian Harbors,East Tammyberg,MA,05806,US,31.73666098711852,-116.9734900101467,56788,Electrician,50793,23-11-2006,54403d581358f573a60dbe03c1f437cf,1594025028,31.543309652991226,-116.90220850531405,0,Suspected Fraud,0,1,66.74564814814815,261.44
05-04-2023 16:28,2023,4,5,16:28,4216979729659021,Visa,81,810,Chip Transaction,Pacific Market,retail,5734,42.26,瑞,苏,M,沈阳路i座,嘉禾县,淮安县,335733,APAC,30.213751082974625,145.88926742653456,187440,Electrician,64920,11-01-1966,6de1c2df72ef880346de4539eee67982,1680692336,30.340108700908665,145.71122187102247,0,,0,1,12.908402777777777,-81.46000000000001
27-07-2020 15:33,2020,7,27,15:33,4435541682266308,Visa,12805,128053,Contactless Payment,RaceTrac,gas_transport,4121,67.53,Stephanie,Oneill,F,989 Jessica Plains,Williamsfort,FL,10483,US,38.58104903268843,-70.4967717518604,1479988,Retail Sales Associate,28154,03-03-1994,2eb78098ec2f7655ce4914ce2953d9fd,1595844228,38.60541882937769,-70.4443739468143,0,,0,1,47.34423611111111,41.230000000000004
12-03-2022 17:25,2022,3,12,17:25,340025796032818,American Express,65316,653160,Chip Transaction,Latino Market,retail,5311,87.68,Abelardo,Flórez,M,Viaducto Omán 642 946,Nueva Seychelles,Quintana Roo,98123-3160,LATAM,14.611355559045307,-65.51582206546158,3053662,Police Officer,46311,12-01-1943,da3dfea822c603ce1daf2849b37970ce,1647086132,14.476820344710822,-65.666443432658,0,,0,1,91.88430555555556,36.24000000000001
17-06-2022 11:41,2022,6,17,11:41,4953253175947523,Visa,16400,164001,Chip Transaction,Imperial Market,online_shopping,5968,151.74,Victor,Bègue,M,"92, chemin de Jourdan",NavarroVille,JourdanVille,85271,EU,55.49326722267976,25.427541314192737,25591,Retail Sales Associate,26024,24-11-1966,c4e1993d1c5aeb3e578bf37b849f2968,1655446307,47.50241871237742,-109.59356487296829,0,,0,1,19.890439814814815,51.19000000000001
23-01-2020 15:50,2020,1,23,15:50,5208622754751979,Mastercard,61576,615760,Swipe Transaction,Olive Garden,restaurant,5812,210.61,Michael,Thompson,M,971 Nguyen Court,Thompsonfurt,CA,78916,US,37.64488851214604,-100.09101667642781,4608731,Office Manager,73533,03-12-1984,3d4f4fc279799884a4d33c870336939d,1579774835,37.610248061611635,-100.26017037129809,0,,0,1,14.75005787037037,25.5
11-10-2020 09:29,2020,10,11,09:29,4994024352489203,Visa,55534,555340,Chip Transaction,Q8,gas_transport,4111,42.45,Adriana,Häring,F,Pirmin-Röhrdanz-Straße 0/3,Kassel,Saarland,85457,EU,46.78410422003749,14.818563696078346,5560115,Plumber,44878,19-06-1988,d4a63aa27f1bd4540c6f2152600b60ef,1602388754,46.95241888866509,14.834592515986927,0,,0,1,47.794699074074074,-40.349999999999994
23-12-2021 16:18,2021,12,23,16:18,4753036348849756,Visa,46261,462612,Chip Transaction,Starbucks,restaurant,5812,70.33,Jill,Owen,F,55333 Theresa Mission Apt. 134,Riverafurt,FM,08833,US,39.592313738629315,-80.40042093223184,9233,Project Manager,125755,01-12-1995,5d352f585987bdfd62ef2c6e4274cf74,1640256503,39.75566633823404,-80.44985305218256,0,,0,1,13.908159722222223,44.2
04-10-2020 13:44,2020,10,4,13:44,6011136300524081,Discover,52774,527742,Chip Transaction,American Outlet,health,8031,5.0,Kimberly,Watts,F,0649 Laura Plaza Suite 368,Fosterburgh,VT,97116,US,31.10482535999018,-75.09466833622216,1060743,Nurse,64659,31-10-1972,c52e7405d3cf97d515242ecb66ae3f2b,1601799281,30.918071369709356,-75.18007813642663,0,,0,1,4.362546296296296,-23.65
08-10-2021 11:39,2021,10,8,11:39,3586881671714567,JCB,6023,60231,Online Transaction,USA Market,services,4899,92.62,Tanner,Miller,M,4853 William Crossroad Suite 670,South Wesleyville,IN,47353,US,26.30834756742465,-110.91273441291571,463835,Graphic Designer,46559,07-02-1940,524c8878eaff96adeb5665ac73cfdb4e,1633673345,26.225691275763516,-110.90826455802988,0,,0,1,0.17381944444444444,45.480000000000004
21-03-2020 15:38,2020,3,21,15:38,2234402790063114,Mastercard,68327,683270,Chip Transaction,Whole Foods,grocery_pos,5462,122.15,Scott,Martinez,M,7484 David Passage,West Nicolemouth,GA,07044,US,37.130348064498094,-87.226650159249,31057,Nurse,53697,25-05-1994,a445de2d5eeac3c624ceb46b490768ab,1584785293,37.285856727719356,-87.40277986625988,0,,0,1,69.95851851851852,92.25
29-03-2023 13:57,2023,3,29,13:57,4588260411059781,Visa,42217,422170,Chip Transaction,Royal Market,retail,5732,120.69,Pancho,Huguet,M,Calle Mariana Cardona 325,Córdoba,Girona,28321,EU,37.86518261724301,10.269866931147288,153311,Cashier,23572,10-12-1983,b504df02394297a33a41966d8d7dcf2a,1680078441,37.7310643615903,10.095298569328126,0,,0,1,69.96983796296297,-37.629999999999995
29-03-2023 14:40,2023,3,29,14:40,3554680364161602,JCB,13732,137320,Chip Transaction,Imperial Market,online_shopping,5967,133.8,Niccolò,Balbi,M,"Stretto Raimondo, 53 Piano 0",Vigliano D'Asti,Gorizia,50058,EU,50.04345338912755,-1.0764064030960228,337666,Warehouse Worker,18211,08-09-2005,25171cc3543746e98198b8f3a5d53038,1680081030,59.53577399457838,-8.55878737604331,0,,0,1,157.76613425925925,67.96000000000001
18-11-2022 11:15,2022,11,18,11:15,341385740066390,American Express,3848,38480,Chip Transaction,Wegmans,grocery_pos,5411,218.88,Judy,Cunningham,F,360 Joshua Trail Suite 457,Donaldstad,IN,61585,US,32.28915120980221,-81.61817190963876,6640846,Police Officer,37538,02-02-1973,bd41645db35c99070416b5bf8775eebd,1668750300,32.29150411050361,-81.59353253218275,0,,0,1,129.93545138888888,144.39999999999998
04-08-2021 09:16,2021,8,4,09:16,4129631382009469,Visa,8071,80710,Online Transaction,Habib's,restaurant,5813,148.8,Angélica,Murillo,M,Corredor Yucatán 950 Interior 172,Nueva Nigeria,Aguascalientes,74744,LATAM,-40.78132451766049,-66.59886588852066,87858,Software Engineer,117677,21-07-1987,59739721a990ad1ff6ecbbf594273fd3,1628048781,-40.87532651997363,-66.55203448878805,0,,0,1,1.944074074074074,115.16000000000001
25-12-2022 22:45,2022,12,25,22:45,6453003963961008,Discover,40852,408523,Chip Transaction,Albertsons,grocery_pos,5422,75.55,April,Hamilton,F,1571 Smith Rapids,Port Kenneth,NM,16259,US,43.52780568840257,-116.25498595819778,26635,Teacher,65403,15-08-1973,c201bc3fcba77bded2932b1ee406a281,1671988509,43.59043839646233,-116.26775800393504,0,,0,1,128.59987268518518,-218.44
30-12-2020 12:35,2020,12,30,12:35,4044129663900676,Visa,18285,182850,Online Transaction,Sinopec,gas_transport,5541,82.72,陽子,松本,F,850 池田 Street,府中市,調布市,017-2783,APAC,-23.866296465001813,152.86268074592184,33999,Sales Representative,39235,01-04-1977,bc36173c0c035bf9e35121291faac26d,1609311907,-23.88756544828506,152.9549902215973,0,,0,1,20.69039351851852,26.879999999999995
08-01-2020 13:46,2020,1,8,13:46,5297939716839859,Mastercard,68083,680831,Chip Transaction,Royal Shop,travel,3005,1116.14,Antoinette,Gomez,F,chemin de Bouchet,Salmon-les-Bains,Gilles-sur-Mer,19664,EU,37.08657401743876,27.313661656874558,4629525,Project Manager,83048,05-01-1962,04a99dad7c4c9aef110c513d5b32476f,1578471403,37.2818484442984,27.369996560076757,0,,0,1,0.0,0.0
04-07-2020 14:49,2020,7,4,14:49,6497212033296670,Discover,11632,116320,Contactless Payment,Costa Coffee,restaurant,5813,82.51,Mariechen,Trommler,F,Hermine-Mans-Gasse 633,Grevesmühlen,Schleswig-Holstein,54338,EU,35.79075374615028,29.61041044932972,15241,Engineering Manager,237248,01-06-1959,042fdb6e5af2af44cc6fd8dcdca9a005,1593854386,35.865236862550525,29.573467788449058,0,,0,1,9.607592592592592,-8.019999999999996
17-11-2022 07:09,2022,11,17,07:09,4400753835412133,Visa,30550,305500,Online Transaction,Edeka,grocery_pos,5462,5.21,Marcus,Le,M,98658 Jones Curve Apt. 465,Amandaville,OK,87984,US,46.56733719757347,-70.1040878610623,53251,Janitor,15793,30-10-1952,b429acfe1c8f8415a7c15b3dd95bcec9,1668649186,54.783580285234024,9.718080801511306,1,,0,1,43.60773148148148,-45.22
12-06-2022 14:53,2022,6,12,14:53,5245580531540960,Mastercard,33813,338130,Chip Transaction,Trader Joe's,grocery_pos,5441,89.5,Lisa,Hatfield,F,6329 Alyssa Trail,Wilsontown,PR,48926,US,36.81584000573374,-83.66596390423209,88615,Police Officer,38402,27-06-1970,62dd57de5d5f95de6fdf7367aff81664,1655025787,36.74441937789184,-83.57634290791209,0,,0,1,46.25038194444444,26.479999999999997
21-05-2021 11:13,2021,5,21,11:13,6481818632076935,Discover,63633,636332,Chip Transaction,Tropical Market,services,4899,14.77,Gonzalo,Gonzalez,M,Av. Santiago del Estero N° 771,Bahía Blanca,Posadas,10044154,LATAM,-11.85262082674872,-77.5308580862075,224381,Call Center Representative,29175,05-04-1972,7b894c86d4110358323775a8d8699e07,1621575793,-11.906272022504377,-77.56078477885472,0,,0,1,64.00092592592593,-72.5
27-01-2020 16:22,2020,1,27,16:22,4279328976886485,Visa,25902,259021,Chip Transaction,Love's Travel Stop,gas_transport,5542,6.77,Jacqueline,Watkins,F,9448 Thomas Canyon,New Julieview,ME,29768,US,43.93977464919951,-87.7388800481265,2206670,Accountant,72157,29-06-1950,a127b21576c502844ee3802278f779f0,1580122321,44.11605666390216,-87.7190454015888,0,,0,1,0.0,0.0
16-12-2020 19:17,2020,12,16,19:17,6452656282522855,Discover,53429,534293,Online Transaction,Axion,gas_transport,5542,57.86,凯,高,M,天津街y座,秀梅县,璐市,915388,APAC,13.773074454958149,79.40760531727213,2203044,Teacher,66318,29-01-1952,57169b0ccbe19e218cd3bb7ee3aa81a8,1608126423,46.92549850177399,17.283897341389793,1,,0,1,235.25790509259258,31.79
04-06-2023 11:25,2023,6,4,11:25,4795818562777833,Visa,38132,381320,Contactless Payment,American Outlet,online_shopping,5966,379.75,Madeline,Vargas,F,901 Nixon Plain,Port Donaldbury,MA,56704,US,43.11995134052828,-89.4090489569335,4962633,Office Manager,35441,21-05-1966,4b8a9c4c6d1889869a00b04d764f80ba,1685858149,0.27126886875172573,-49.88380559101979,0,,0,1,30.005775462962962,333.33
10-03-2022 13:57,2022,3,10,13:57,4465332035867124,Visa,18399,183990,Chip Transaction,Pacific Shop,health,8021,153.22,재호,이,M,강원도 안양시 동안구 봉은사가 829-47,춘천시,천안시 동남구,42983,APAC,0.25605065214942613,166.889595434649,486879,Project Manager,76500,24-11-1942,5d0f8faffc7183de1e7e5fef6cd59b4a,1646900879,0.36467690862874197,166.9786773295117,0,,0,1,22.77633101851852,86.26
30-05-2020 10:08,2020,5,30,10:08,4466615351310311,Visa,57317,573170,Chip Transaction,Subway,restaurant,5814,176.23,서준,김,M,전라북도 의왕시 개포72거리 837-94,동해시,용인시 기흥구,56059,APAC,6.933470079006767,90.68475387432757,7082205,Sales Representative,62749,27-04-1994,c0626a11943ff3742eefa07bc38dfd79,1590813536,49.94668980683073,-1.2631310692086561,1,,0,1,19.047268518518518,93.05999999999999
19-10-2022 19:06,2022,10,19,19:06,2701841108303081,Mastercard,62453,624534,Swipe Transaction,Juan Valdez Café,restaurant,5812,220.43,Lucy,Harris,F,6 Raymond place,North Alexport,Careyville,IM3A 0FX,EU,51.84721546710032,10.647127996891193,3337931,Physician,153932,22-05-1957,054ef69823350ee34cf820ebb3d5204b,1666186588,-12.056222916615873,-87.38348028264589,1,,0,1,14.026805555555555,102.53
24-03-2023 08:23,2023,3,24,08:23,347188745118384,American Express,39355,393552,Online Transaction,American Outlet,health,8049,132.61,Danielle,Patel,F,546 Adam Fall Apt. 976,Peterborough,CA,93306,US,38.19733973523006,-114.02947223182457,69725,Call Center Representative,29263,23-08-1973,638a76db738a770208612eb1306d6933,1679626406,38.05846279783166,-113.98947561571967,0,,0,1,54.477731481481484,17.720000000000013
17-02-2021 18:58,2021,2,17,18:58,4080713130946927,Visa,2697,26970,Chip Transaction,E-Mart,grocery_pos,5451,63.79,Neha,Bhattacharyya,F,"52/02
Trivedi Chowk",Panipat,Karnataka,811891,APAC,-3.2548687188105347,84.64298777285357,2196590,Nurse,58884,09-07-1968,04fe30fe71f15242f4cd471954ce7810,1613568491,-3.3731112927724,84.45637825466794,0,,0,1,135.27537037037038,58.79
27-08-2022 16:53,2022,8,27,16:53,4300204331501800,Visa,28587,285870,Contactless Payment,Yoshinoya,restaurant,5812,34.46,春香,中川,F,354 岡田 Street,川崎市中原区,三宅島三宅村,775-7240,APAC,-33.78966094898619,178.8292281145701,32105,Architect,131792,02-03-1963,c0fab35dfd82dbf6faea5f076e554c9b,1661599400,-33.902573483455754,178.7104991958001,0,,0,1,59.99982638888889,6.650000000000002
04-12-2020 11:29,2020,12,4,11:29,4735017839614980,Visa,33776,337761,Contactless Payment,American Outlet,retail,5311,105.77,Samantha,Johnson,F,395 Rose Island Suite 180,New Courtney,MN,56565,US,28.939967387940676,-70.29300634249309,1152712,Delivery Driver,23441,06-08-1965,9da89f3443d4881e0a69c81f8d6b3dbd,1607061597,28.881037953189317,-70.19693384393825,0,,0,1,93.60125,-12.38000000000001
18-02-2021 12:28,2021,2,18,12:28,2221701975987191,Mastercard,46157,461571,Contactless Payment,Ippudo,restaurant,5814,10.0,Ann,Berry,F,611 Rogers Forges,New Johnborough,VA,15454,US,45.519944722017655,-83.54645868046302,74662,Office Manager,38905,07-07-2006,e34e0f48e238233dffdef2aa193c76fa,1613631501,-27.881973293365647,-72.61366811466839,1,,0,1,50.923287037037035,-113.09
13-03-2022 10:26,2022,3,13,10:26,6493233097766297,Discover,63827,638270,Contactless Payment,American Outlet,online_shopping,5964,30.55,Autumn,Farmer,F,2839 Melissa Junction,North Tara,NM,29246,US,35.432729544511524,-114.50959934196906,6610529,Police Officer,48442,02-09-1947,45d63826555ac10694de7f54aca31f68,1647147379,43.64115654544771,11.726686702929214,0,,0,1,53.89913194444444,-108.81000000000002
09-03-2023 12:02,2023,3,9,12:02,2509311032603881,Mastercard,27121,271210,Chip Transaction,American Outlet,entertainment,7995,103.54,Samuel,Sosa,M,582 Drake Tunnel Apt. 306,Nelsonhaven,ME,65889,US,32.71957114251159,-109.81267803776208,7703,Plumber,43995,01-12-1956,89a6db4edc774751dd06ffb0d37bbad4,1678343562,32.60045116443019,-109.88246169312812,0,,0,1,61.73606481481482,23.150000000000006
15-04-2023 14:10,2023,4,15,14:10,4775211396449553,Visa,38510,385100,Chip Transaction,DiDi,gas_transport,5541,59.74,Jamie,Golden,F,86 Tara Trail,Amandamouth,Victoria,2976,APAC,-23.634185618035477,176.525087367301,20677,Software Engineer,87644,10-04-1983,9898d294f71479aa4dda83ff0c784e79,1681548005,-23.514718951708417,176.4695325425262,0,,0,1,83.95042824074073,29.330000000000002
03-05-2022 12:29,2022,5,3,12:29,3529697386821717,JCB,57518,575180,Contactless Payment,Costco,grocery_pos,5441,209.37,David,Bruce,M,71544 Melissa Lane Apt. 890,Milesborough,CA,41609,US,37.20049128422146,-81.62519270727253,83911,Financial Analyst,143145,14-05-1997,0bbbf07db8906b4b9d7bc5dcfb2731ef,1651561147,37.219356421847436,-81.45614916660557,0,,0,1,57.89805555555556,51.56
05-12-2020 11:50,2020,12,5,11:50,4686697184987946,Visa,30991,309910,Chip Transaction,USA Market,retail,5331,418.53,Molly,Fernandez,F,5003 Julia Fords,Monicahaven,WA,30726,US,27.15345236217818,-75.6740294342513,391306,Graphic Designer,66411,31-03-1970,0d92e726eea4941a31492644e75e2795,1607149210,27.14318148049685,-75.79018479101603,0,Card Reader Error,0,1,122.15475694444444,357.58
13-10-2022 16:06,2022,10,13,16:06,2224755877906613,Mastercard,31629,316290,Chip Transaction,Continental Store,travel,3010,533.13,Roger,Riou,M,"50, chemin Nathalie Moreau",Saint Pauline,Pruvost,11304,EU,58.8237677053846,16.263087467949155,4507460,Cashier,30468,08-08-1985,dcb596b93055d00dc07e9a7bf6cbd751,1665657370,58.941210282960334,16.31112689989225,0,,0,1,91.37575231481482,420.89
26-06-2022 18:07,2022,6,26,18:07,4262918045245584,Visa,39113,391130,Chip Transaction,Albertsons,grocery_pos,5441,100.89,Jimmy,Simmons,M,968 Darrell Burg,East Ashleehaven,SD,16493,US,42.10985595690953,-116.10782418256939,357635,Physical Therapist,76890,09-07-1960,37f34236beb3d615be4f0bce802dc4fb,1656247054,42.25525395063572,-116.0505919379779,0,,0,1,71.13493055555556,-4.650000000000006
10-03-2021 17:37,2021,3,10,17:37,4309328701329851,Visa,37323,373230,Chip Transaction,Sinopec,gas_transport,4121,54.36,지훈,이,M,경상남도 김포시 잠실가 321,성남시 수정구,용인시 수지구,19405,APAC,44.549213650405875,132.1858743727944,64182,Senior Executive,340939,11-09-1951,274b399556ee8452bc125189b6adf9dc,1615378052,44.50915630856139,132.22130724222748,0,,0,1,21.052881944444444,-96.2
17-11-2021 17:50,2021,11,17,17:50,4608377460105172,Visa,34918,349180,Chip Transaction,Whole Foods,grocery_pos,5441,292.79,Tara,Hall,F,42892 Hoover Light,Samanthaville,NM,32536,US,28.453785215603492,-120.75475484380793,13595,Project Manager,147464,18-12-1981,877c52f4d605d0adc82d9f3f04537815,1637151620,28.63873717117758,-120.58483411356231,0,,0,1,64.20846064814815,208.68
28-12-2022 19:00,2022,12,28,19:00,4073959929119397,Visa,56182,561820,Chip Transaction,Côte Brasserie,restaurant,5814,215.15,Reimer,Beyer,M,Kati-Scheel-Platz 96,Königs Wusterhausen,Bremen,38239,EU,40.41812774310392,3.0849705997980195,72691,Plumber,50366,24-12-1966,30525cbce367f87ba82dd9870c3c2f35,1672234254,40.25755816142922,3.0561404584876626,0,,0,1,4.928645833333333,133.47
27-11-2022 18:48,2022,11,27,18:48,4519303489025942,Visa,32183,321830,Chip Transaction,Cracker Barrel,restaurant,5814,62.86,Maria Luísa,Fernandes,F,Estrada de Duarte,Teixeira do Galho,Paraíba,29129-304,LATAM,-39.06646101061571,-82.16582384583168,294992,Plumber,40881,13-09-1956,1a4015ed366098567fdd462c16755a5b,1669555126,48.74357184744817,7.322291110026139,1,,0,1,33.946527777777774,-91.01
29-04-2023 17:31,2023,4,29,17:31,4725356918342552,Visa,52808,528080,Contactless Payment,QuikTrip,gas_transport,4121,54.19,Roger,Cortez,M,177 Natalie Gardens,Terrellton,OH,51278,US,29.657255886899144,-123.09078569468869,30975,Project Manager,131747,06-03-1966,38e107cf0e22ddeb514df1e20a9ea2d4,1682769686,29.65322339438404,-123.12620042743451,0,,0,1,18.144108796296297,-7.710000000000001
26-09-2020 20:59,2020,9,26,20:59,2707643792077412,Mastercard,16731,167310,Contactless Payment,Albert Heijn,grocery_pos,5441,125.67,Raffaello,Anguissola,M,"Vicolo Marissa, 94",Saletto,Pistoia,13836,EU,59.24021764234868,10.416976655832077,1442307,Teacher,72470,03-05-1957,b27660e43d09accdf4665e6a0f82212b,1601134194,59.15765612207009,10.484725966153889,0,,0,1,112.40430555555555,-550.2700000000001
18-02-2021 13:44,2021,2,18,13:44,4022663470733310,Visa,39967,399670,Chip Transaction,Lyft,gas_transport,5541,19.83,Kara,Griffith,F,9587 Patrick Parkways Suite 609,Curtisside,VA,46893,US,32.33937307550319,-97.1716411627282,68285,Graphic Designer,51747,09-07-1995,2a886a2da7b69ee993b2f627c4a9ce2d,1613636097,32.290693595243305,-97.05093540261697,0,,0,1,20.82976851851852,-115.2
30-03-2022 16:30,2022,3,30,16:30,2224868524485623,Mastercard,4395,43950,Swipe Transaction,Lidl,grocery_pos,5441,49.46,Rodrigo,Morata,M,Plaza Fanny Rios 12 Puerta 2 ,Huesca,Ourense,33231,EU,41.87009601414806,29.091578340552914,5371924,Warehouse Worker,33583,23-11-1994,41ef6d0e402939a2b30f955ff7be7b3f,1648638052,41.8742028841393,28.963536843409106,0,,0,1,262.12899305555555,-9.030000000000001
25-06-2021 18:29,2021,6,25,18:29,378335762596065,American Express,11570,115700,Contactless Payment,US General Store,services,6513,92.14,Erin,Buck,F,8398 James Burg Apt. 773,East Brettside,WY,73241,US,27.4072535410377,-102.76349679491449,152592,Project Manager,84335,03-02-1976,995173a3553576696f5ccbe1720ea813,1624625995,27.50435010251631,-102.58377416509393,0,,0,1,22.9803125,15.430000000000007
17-07-2021 21:58,2021,7,17,21:58,4242464443171927,Visa,64062,640620,Chip Transaction,Jumbo,grocery_pos,5422,70.45,Juan,Ramírez,M,Calle Mauricio Casanova 198 Of. 320,Colina,La Unión,2651340,LATAM,4.492613142612896,-101.01279491577661,7671925,Financial Analyst,132138,24-11-1976,5ecf900f3306f684f196be5bf41f1f9a,1626539306,4.49604461515948,-101.13520038725997,0,,0,1,16.36167824074074,41.2
02-08-2021 18:41,2021,8,2,18:41,4862712156548686,Visa,18794,187940,Chip Transaction,Euro Shop,services,4900,86.82,Brandon,Mckenzie,M,13361 Dawn Turnpike,Justinland,NE,39779,US,44.1373652463551,-88.84977025317713,1344464,Delivery Driver,16424,15-03-1984,9e905e67567429cdac89d4fcf5beb841,1627909917,-9.357969897348482,-61.3106049284914,1,,0,1,25.282465277777778,29.57999999999999
19-06-2022 15:30,2022,6,19,15:30,5332296385655026,Mastercard,69247,692470,Online Transaction,Wegmans,grocery_pos,5441,220.31,婷婷,夏,F,惠州路T座,建华市,淑英县,976146,APAC,-7.272661751537306,136.84786339439938,468781,Office Manager,62091,22-08-1942,94a4c802f5ee63274067df6ea9e0e169,1655632805,-23.979293430152442,-101.53036462629707,1,,0,1,35.26140046296296,162.32
14-10-2020 09:19,2020,10,14,09:19,340231340249404,American Express,3307,33070,Contactless Payment,Ichiran,restaurant,5814,94.44,수민,서,F,부산광역시 종로구 학동로 536-26 (은서최동),군포시,성남시 분당구,11201,APAC,26.310584625311918,158.39045055415977,444272,Sales Representative,72373,24-02-1951,85bd7b4ea018d5b924eb7cf8ce5d4b6b,1602647347,26.32311827737794,158.44055951943463,0,,0,1,0.0,0.0
16-01-2021 11:43,2021,1,16,11:43,4552121490352784,Visa,21168,211681,Chip Transaction,HEB,grocery_pos,5462,232.86,Kristina,Taylor,F,0496 Hernandez Hills,South Jennifer,WV,11552,US,46.293755938992646,-109.91515254542668,2805870,Accountant,64528,27-01-1957,fd4dc253e1ccf073d202bfa041ea1366,1610777596,46.1318553923878,-110.01023635581436,0,,0,1,42.803958333333334,164.38
18-04-2020 09:01,2020,4,18,09:01,3579527469203587,JCB,51790,517900,Chip Transaction,Golden Shop,online_shopping,5969,10.0,정순,이,F,경기도 홍성군 학동가 631-40,수원시 권선구,화천군,48149,APAC,17.178965380328272,122.66674452580466,4331583,Project Manager,143676,11-03-1988,583ab6303b3b0a1f6dc0e5b29d62743e,1587180704,36.08496960587044,129.61255016299867,0,,0,1,0.0,0.0
07-08-2022 20:26,2022,8,7,20:26,3537166307707833,JCB,7242,72422,Chip Transaction,American Outlet,online_shopping,5964,548.97,Julie,Mendez,F,795 Gregory Crossing,New Bradley,AZ,03938,US,25.240510123637648,-121.08610691807826,180890,Police Officer,70452,25-12-1959,48bc167ab4ac6dde3c6538192445a09f,1659884193,25.239063494718472,-93.56408590948277,0,,0,1,12.21175925925926,344.09000000000003
08-02-2021 16:20,2021,2,8,16:20,2272781789527867,Mastercard,1904,19040,Contactless Payment,Caltex,gas_transport,4111,38.33,Saanvi,Dugar,F,"74/021
Tank Path",Tiruppur,Assam,524235,APAC,-4.676066233585573,97.2189616504021,17732,Electrician,72756,18-06-1996,32177497fa7a3fe632510354aec295e4,1612781413,-4.804392587471029,97.33008308518069,0,,0,1,12.014120370370371,-20.1
22-06-2021 18:10,2021,6,22,18:10,346801569455226,American Express,34362,343620,Chip Transaction,Royal Market,services,4900,117.2,Juliana,Castilla,F,Pasadizo Calixto Acevedo 91,Cáceres,Girona,44065,EU,57.34343301461347,15.903189691462494,29814,Pharmacist,117749,13-08-1941,b4cd51179f9b9407d4e5a93276f86347,1624365614,57.495820316355925,15.90720121865768,0,,0,1,2.007928240740741,41.010000000000005
22-02-2020 12:16,2020,2,22,12:16,4770658921807314,Visa,41108,411080,Online Transaction,Exxon,gas_transport,4121,65.49,Christopher,Martinez,M,087 Douglas Mission,West Justin,TX,98078,US,42.80530916964865,-81.20315257251221,47455,Food Service Worker,20290,04-12-1994,f9cbd091f773fada73bce59334d96984,1582353965,42.718500207880815,-81.15059661281796,0,,0,1,0.0,0.0
16-10-2020 19:31,2020,10,16,19:31,6453086075319974,Discover,15171,151711,Chip Transaction,Whole Foods,grocery_pos,5441,275.69,Sarah,Johns,F,94468 James Camp Apt. 008,North Valerie,MT,71474,US,41.75733618308333,-71.50039551458434,37080,Janitor,23014,15-12-1960,63c821ec199e3ebfcf59cf151fded5b4,1602856873,41.60393320020388,-71.51197748638073,0,,0,1,20.30902777777778,177.45999999999998
13-10-2022 16:16,2022,10,13,16:16,4835550560492971,Visa,60828,608280,Contactless Payment,Wendy's,restaurant,5812,65.72,Bryan,Macdonald,M,20900 Darryl Island Apt. 082,Benjaminland,WY,51366,US,47.84117609466821,-98.95684187100251,415705,Physician,263094,27-01-1955,75eef7444069ccc390c778d5f53c3660,1665657968,47.821498006506864,-99.15061934871908,0,,0,1,68.06650462962963,-89.89000000000001
13-02-2021 19:57,2021,2,13,19:57,2223464428757227,Mastercard,40780,407801,Online Transaction,Olive Garden,restaurant,5813,13.88,Melissa,Sanchez,F,91116 Gonzalez Mountains,Valenzuelaport,MT,23195,US,45.998490468822474,-105.70019122738725,3211568,Call Center Representative,29633,29-06-1971,5c089c299a9f3e25c1328a8a62df56d7,1613226425,45.84588143264566,-105.519443135104,0,,0,1,125.18998842592593,-290.95
23-09-2021 13:46,2021,9,23,13:46,2226797363831824,Mastercard,360,3601,Chip Transaction,Lyft,gas_transport,5541,45.34,Melissa,Salazar,F,195 Zachary Spring,Pamelaville,MS,48419,US,37.286181840974834,-73.9773827210253,66491,Pharmacist,127214,02-07-1978,6c1a72f7e9db0b1d94bb0a0633247d5d,1632384999,37.1276181647966,-74.13184189918354,0,,0,1,98.78859953703704,-62.45
17-01-2022 10:47,2022,1,17,10:47,341204279578166,American Express,13848,138480,Contactless Payment,Uber,gas_transport,4121,76.31,Javiera,Rodríguez,F,Los Aromos 807 Piso 67,Cisnes,San Clemente,1312970,LATAM,-48.65686431833123,-62.64886306605326,6255273,Financial Analyst,108440,18-05-1997,18a8b39364ce6d0c2669b2efee23e717,1642396672,-48.75576538405982,-62.44951045245769,0,,0,1,82.90454861111111,47.7
14-03-2023 19:57,2023,3,14,19:57,4130637252127392,Visa,32487,324870,Chip Transaction,Eastern Store,online_shopping,5968,77.5,Emily,Stevens,F,Level 2 51 Daniel Walk,East Krystaltown,New South Wales,2207,APAC,7.8193693137839375,114.6203532801092,5590699,Attorney,240969,01-04-1972,d010d7ec40fd172923b831012a1fa71b,1678804037,53.075622670852376,16.598823432712756,0,,0,1,9.861469907407407,-22.36
